dataset,a,b,vocab_size,delta,abs_delta,arr_dist,gc_dist,kmer_dist
vaishnav,vaishnav_train_63982,vaishnav_train_985810,2,4.0,4.0,0.37666666666666665,0.05845369583687343,1.1556434219985623
vaishnav,vaishnav_train_63982,vaishnav_train_989177,2,4.0,4.0,0.37666666666666665,0.04936278674596434,1.1150251617541338
vaishnav,vaishnav_train_736402,vaishnav_train_81825,2,-1.5549350234072001,1.5549350234072001,0.006666666666666672,0.038461538461538436,1.1306287170773153
vaishnav,vaishnav_train_736402,vaishnav_train_947839,2,0.0,0.0,0.19666666666666666,0.04545454545454547,1.2897196261682242
vaishnav,vaishnav_train_762598,vaishnav_train_81825,2,-1.5549350234072001,1.5549350234072001,0.006666666666666672,0.006993006993007034,1.1680118946474087
vaishnav,vaishnav_train_762598,vaishnav_train_947839,2,0.0,0.0,0.19666666666666666,0.0,1.1401869158878504
vaishnav,vaishnav_train_81825,vaishnav_train_825473,2,1.9534235500769999,1.9534235500769999,0.006666666666666672,0.04335664335664341,1.0851741716227699
vaishnav,vaishnav_train_81825,vaishnav_train_825651,2,0.5549350234072001,0.5549350234072001,0.006666666666666672,0.047552447552447474,1.1321155480033984
vaishnav,vaishnav_train_81825,vaishnav_train_844896,2,4.3239082819240195,4.3239082819240195,0.006666666666666672,0.09456598447424136,1.1882504288164666
vaishnav,vaishnav_train_81825,vaishnav_train_910810,2,-0.005000029225699976,0.005000029225699976,0.006666666666666672,0.093006993006993,1.165463041631266
vaishnav,vaishnav_train_81825,vaishnav_train_947839,2,1.5549350234072001,1.5549350234072001,0.18999999999999997,0.006993006993007034,1.2321580288870009
vaishnav,vaishnav_train_81825,vaishnav_train_985810,2,3.5549350234072,3.5549350234072,0.006666666666666672,0.04335664335664341,1.1947748513169074
vaishnav,vaishnav_train_81825,vaishnav_train_989177,2,3.5549350234072,3.5549350234072,0.006666666666666672,0.034265734265734316,1.2013593882752762
vaishnav,vaishnav_train_825473,vaishnav_train_947839,2,-0.3984885266697997,0.3984885266697997,0.19666666666666666,0.036363636363636376,1.158878504672897
vaishnav,vaishnav_train_825651,vaishnav_train_947839,2,1.0,1.0,0.19666666666666666,0.05454545454545451,1.308411214953271
vaishnav,vaishnav_train_844896,vaishnav_train_947839,2,-2.7689732585168194,2.7689732585168194,0.19666666666666666,0.08757297748123433,1.1572914829836005
vaishnav,vaishnav_train_910810,vaishnav_train_947839,2,1.5599350526329,1.5599350526329,0.19666666666666666,0.10000000000000003,1.0841121495327102
vaishnav,vaishnav_train_947839,vaishnav_train_985810,2,2.0,2.0,0.19666666666666666,0.036363636363636376,1.2336448598130838
vaishnav,vaishnav_train_947839,vaishnav_train_989177,2,2.0,2.0,0.19666666666666666,0.027272727272727282,1.2710280373831773
vaishnav,vaishnav_train_1031674,vaishnav_train_1119058,3,0.4359497833060999,0.4359497833060999,0.5577777777777778,0.08181818181818185,1.1775700934579438
vaishnav,vaishnav_train_1031757,vaishnav_train_652409,3,2.5017513221930994,2.5017513221930994,0.2933333333333334,0.03636363636363632,1.158878504672897
vaishnav,vaishnav_train_1032278,vaishnav_train_751256,3,3.0,3.0,0.5111111111111111,0.10558798999165969,1.1199083054135073
vaishnav,vaishnav_train_1033381,vaishnav_train_516329,2,1.2559502325036007,1.2559502325036007,0.15000000000000002,0.10909090909090907,1.233644859813084
vaishnav,vaishnav_train_1035414,vaishnav_train_1475968,2,0.4174787194592007,0.4174787194592007,0.09000000000000001,0.036363636363636376,1.0654205607476634
vaishnav,vaishnav_train_1035414,vaishnav_train_1511535,2,0.4174787194592007,0.4174787194592007,0.003333333333333336,0.009090909090909038,1.1401869158878504
vaishnav,vaishnav_train_1035414,vaishnav_train_1652243,2,2.4174787194592007,2.4174787194592007,0.003333333333333336,0.027272727272727337,1.0467289719626167
vaishnav,vaishnav_train_1035414,vaishnav_train_1705571,2,-1.1470802052257998,1.1470802052257998,0.3066666666666667,0.027272727272727226,1.1401869158878504
vaishnav,vaishnav_train_1035414,vaishnav_train_18518,2,0.4174787194592007,0.4174787194592007,0.023333333333333317,0.03636363636363632,1.02803738317757
vaishnav,vaishnav_train_1035414,vaishnav_train_1890191,2,0.4174787194592007,0.4174787194592007,0.04,0.027272727272727226,1.02803738317757
vaishnav,vaishnav_train_1035414,vaishnav_train_1924673,2,0.4174787194592007,0.4174787194592007,0.010000000000000009,0.09999999999999992,0.9158878504672897
vaishnav,vaishnav_train_1035414,vaishnav_train_2187854,2,0.4174787194592007,0.4174787194592007,0.07,0.027272727272727337,0.8224299065420559
vaishnav,vaishnav_train_1035414,vaishnav_train_2526760,2,-0.5825212805407993,0.5825212805407993,0.17333333333333334,0.027272727272727226,1.0841121495327102
vaishnav,vaishnav_train_1035414,vaishnav_train_330761,2,-1.1437186893929994,1.1437186893929994,0.09333333333333334,0.00909090909090915,1.1214953271028036
vaishnav,vaishnav_train_1035414,vaishnav_train_650777,2,0.42210012834150135,0.42210012834150135,0.02999999999999999,0.10909090909090902,1.102803738317757
vaishnav,vaishnav_train_1035414,vaishnav_train_707943,2,1.4174787194592007,1.4174787194592007,0.30333333333333334,0.09090909090909088,1.02803738317757
vaishnav,vaishnav_train_1035414,vaishnav_train_8479,2,0.2783081410158008,0.2783081410158008,0.07,0.03161343161343155,0.9792315680166148
vaishnav,vaishnav_train_1035414,vaishnav_train_888755,2,2.4174787194592007,2.4174787194592007,0.21333333333333335,0.1272727272727272,1.2149532710280373
vaishnav,vaishnav_train_1475968,vaishnav_train_1511535,2,0.0,0.0,0.09333333333333334,0.045454545454545414,1.2336448598130838
vaishnav,vaishnav_train_1475968,vaishnav_train_1652243,2,2.0,2.0,0.09333333333333334,0.009090909090909038,1.02803738317757
vaishnav,vaishnav_train_1475968,vaishnav_train_1705571,2,-1.5645589246850005,1.5645589246850005,0.21666666666666667,0.0636363636363636,1.102803738317757
vaishnav,vaishnav_train_1475968,vaishnav_train_18518,2,0.0,0.0,0.11333333333333333,0.0727272727272727,0.9906542056074767
vaishnav,vaishnav_train_1475968,vaishnav_train_1890191,2,0.0,0.0,0.13,0.0636363636363636,1.2710280373831775
vaishnav,vaishnav_train_1475968,vaishnav_train_1924673,2,0.0,0.0,0.10000000000000002,0.1363636363636363,1.1401869158878504
vaishnav,vaishnav_train_1475968,vaishnav_train_2187854,2,0.0,0.0,0.02,0.009090909090909038,1.0654205607476634
vaishnav,vaishnav_train_1475968,vaishnav_train_2526760,2,-1.0,1.0,0.26333333333333336,0.0636363636363636,1.1962616822429906
vaishnav,vaishnav_train_1475968,vaishnav_train_330761,2,-1.5611974088522,1.5611974088522,0.003333333333333336,0.027272727272727226,0.9906542056074765
vaishnav,vaishnav_train_1475968,vaishnav_train_650777,2,0.0046214088823006705,0.0046214088823006705,0.06000000000000002,0.1454545454545454,1.2897196261682242
vaishnav,vaishnav_train_1475968,vaishnav_train_707943,2,1.0,1.0,0.21333333333333335,0.12727272727272726,1.1962616822429906
vaishnav,vaishnav_train_1475968,vaishnav_train_8479,2,-0.13917057844339986,0.13917057844339986,0.02,0.06797706797706793,1.0541709934233299
vaishnav,vaishnav_train_1475968,vaishnav_train_888755,2,2.0,2.0,0.21,0.16363636363636358,1.2523364485981308
vaishnav,vaishnav_train_1511535,vaishnav_train_1705571,2,-1.5645589246850005,1.5645589246850005,0.31,0.018181818181818188,1.1962616822429906
vaishnav,vaishnav_train_1511535,vaishnav_train_18518,2,0.0,0.0,0.01999999999999998,0.027272727272727282,1.0654205607476634
vaishnav,vaishnav_train_1511535,vaishnav_train_1890191,2,0.0,0.0,0.03666666666666666,0.018181818181818188,0.9345794392523363
vaishnav,vaishnav_train_1511535,vaishnav_train_1924673,2,0.0,0.0,0.006666666666666672,0.09090909090909088,1.1588785046728973
vaishnav,vaishnav_train_1511535,vaishnav_train_2187854,2,0.0,0.0,0.07333333333333335,0.036363636363636376,1.02803738317757
vaishnav,vaishnav_train_1511535,vaishnav_train_2526760,2,-1.0,1.0,0.17,0.018181818181818188,1.2710280373831775
vaishnav,vaishnav_train_1511535,vaishnav_train_330761,2,-1.5611974088522,1.5611974088522,0.09666666666666668,0.018181818181818188,1.233644859813084
vaishnav,vaishnav_train_1511535,vaishnav_train_650777,2,0.0046214088823006705,0.0046214088823006705,0.033333333333333326,0.09999999999999998,1.2710280373831775
vaishnav,vaishnav_train_1511535,vaishnav_train_707943,2,1.0,1.0,0.3066666666666667,0.08181818181818185,1.102803738317757
vaishnav,vaishnav_train_1511535,vaishnav_train_8479,2,-0.13917057844339986,0.13917057844339986,0.07333333333333335,0.022522522522522515,1.1457251644167532
vaishnav,vaishnav_train_1511535,vaishnav_train_888755,2,2.0,2.0,0.21666666666666667,0.11818181818181817,1.1775700934579438
vaishnav,vaishnav_train_1652243,vaishnav_train_1705571,2,-3.5645589246850005,3.5645589246850005,0.31,0.054545454545454564,0.9719626168224298
vaishnav,vaishnav_train_1652243,vaishnav_train_18518,2,-2.0,2.0,0.01999999999999998,0.06363636363636366,1.0841121495327104
vaishnav,vaishnav_train_1652243,vaishnav_train_1890191,2,-2.0,2.0,0.03666666666666666,0.054545454545454564,1.1775700934579438
vaishnav,vaishnav_train_1652243,vaishnav_train_1924673,2,-2.0,2.0,0.006666666666666672,0.12727272727272726,1.1401869158878504
vaishnav,vaishnav_train_1652243,vaishnav_train_2187854,2,-2.0,2.0,0.07333333333333335,0.0,0.9719626168224298
vaishnav,vaishnav_train_1652243,vaishnav_train_2526760,2,-3.0,3.0,0.17,0.054545454545454564,1.158878504672897
vaishnav,vaishnav_train_1652243,vaishnav_train_330761,2,-3.5611974088522,3.5611974088522,0.09666666666666668,0.018181818181818188,1.0654205607476634
vaishnav,vaishnav_train_1652243,vaishnav_train_650777,2,-1.9953785911176993,1.9953785911176993,0.033333333333333326,0.13636363636363635,1.308411214953271
vaishnav,vaishnav_train_1652243,vaishnav_train_707943,2,-1.0,1.0,0.3066666666666667,0.11818181818181822,1.158878504672897
vaishnav,vaishnav_train_1652243,vaishnav_train_8479,2,-2.1391705784434,2.1391705784434,0.07333333333333335,0.05888615888615889,1.072343371408792
vaishnav,vaishnav_train_1652243,vaishnav_train_888755,2,0.0,0.0,0.21666666666666667,0.15454545454545454,1.308411214953271
vaishnav,vaishnav_train_1705571,vaishnav_train_18518,2,1.5645589246850005,1.5645589246850005,0.33,0.009090909090909094,1.102803738317757
vaishnav,vaishnav_train_1705571,vaishnav_train_1890191,2,1.5645589246850005,1.5645589246850005,0.3466666666666667,0.0,1.2336448598130842
vaishnav,vaishnav_train_1705571,vaishnav_train_1924673,2,1.5645589246850005,1.5645589246850005,0.3166666666666667,0.0727272727272727,1.1775700934579438
vaishnav,vaishnav_train_1705571,vaishnav_train_2187854,2,1.5645589246850005,1.5645589246850005,0.23666666666666666,0.054545454545454564,1.158878504672897
vaishnav,vaishnav_train_1705571,vaishnav_train_2526760,2,0.5645589246850005,0.5645589246850005,0.1466666666666667,0.0,1.2523364485981308
vaishnav,vaishnav_train_1705571,vaishnav_train_330761,2,0.0033615158328004213,0.0033615158328004213,0.21333333333333335,0.036363636363636376,1.1962616822429906
vaishnav,vaishnav_train_1705571,vaishnav_train_650777,2,1.5691803335673011,1.5691803335673011,0.27666666666666667,0.08181818181818179,1.2710280373831777
vaishnav,vaishnav_train_1705571,vaishnav_train_707943,2,2.5645589246850005,2.5645589246850005,0.003333333333333336,0.06363636363636366,0.9906542056074766
vaishnav,vaishnav_train_1705571,vaishnav_train_8479,2,1.4253883462416006,1.4253883462416006,0.23666666666666666,0.004340704340704327,1.1836275527864313
vaishnav,vaishnav_train_1705571,vaishnav_train_888755,2,3.5645589246850005,3.5645589246850005,0.09333333333333334,0.09999999999999998,1.158878504672897
vaishnav,vaishnav_train_18518,vaishnav_train_1890191,2,0.0,0.0,0.01666666666666668,0.009090909090909094,1.1214953271028036
vaishnav,vaishnav_train_18518,vaishnav_train_1924673,2,0.0,0.0,0.013333333333333308,0.0636363636363636,0.9906542056074765
vaishnav,vaishnav_train_18518,vaishnav_train_2187854,2,0.0,0.0,0.09333333333333332,0.06363636363636366,0.9906542056074765
vaishnav,vaishnav_train_18518,vaishnav_train_2526760,2,-1.0,1.0,0.18333333333333332,0.009090909090909094,1.0841121495327102
vaishnav,vaishnav_train_18518,vaishnav_train_330761,2,-1.5611974088522,1.5611974088522,0.11666666666666665,0.04545454545454547,0.9906542056074765
vaishnav,vaishnav_train_18518,vaishnav_train_650777,2,0.0046214088823006705,0.0046214088823006705,0.05333333333333331,0.0727272727272727,1.2523364485981308
vaishnav,vaishnav_train_18518,vaishnav_train_707943,2,1.0,1.0,0.32666666666666666,0.054545454545454564,1.0841121495327102
vaishnav,vaishnav_train_18518,vaishnav_train_8479,2,-0.13917057844339986,0.13917057844339986,0.09333333333333332,0.004750204750204767,1.1644167532018002
vaishnav,vaishnav_train_18518,vaishnav_train_888755,2,2.0,2.0,0.23666666666666666,0.09090909090909088,1.02803738317757
vaishnav,vaishnav_train_1890191,vaishnav_train_1924673,2,0.0,0.0,0.02999999999999999,0.0727272727272727,1.158878504672897
vaishnav,vaishnav_train_1890191,vaishnav_train_2187854,2,0.0,0.0,0.11,0.054545454545454564,0.9906542056074765
vaishnav,vaishnav_train_1890191,vaishnav_train_2526760,2,-1.0,1.0,0.19999999999999998,0.0,1.2710280373831775
vaishnav,vaishnav_train_1890191,vaishnav_train_330761,2,-1.5611974088522,1.5611974088522,0.13333333333333333,0.036363636363636376,1.02803738317757
vaishnav,vaishnav_train_1890191,vaishnav_train_650777,2,0.0046214088823006705,0.0046214088823006705,0.06999999999999999,0.08181818181818179,1.2523364485981308
vaishnav,vaishnav_train_1890191,vaishnav_train_707943,2,1.0,1.0,0.3433333333333333,0.06363636363636366,1.0467289719626167
vaishnav,vaishnav_train_1890191,vaishnav_train_8479,2,-0.13917057844339986,0.13917057844339986,0.11,0.004340704340704327,0.9792315680166148
vaishnav,vaishnav_train_1890191,vaishnav_train_888755,2,2.0,2.0,0.25333333333333335,0.09999999999999998,1.1401869158878504
vaishnav,vaishnav_train_1924673,vaishnav_train_2187854,2,0.0,0.0,0.08000000000000002,0.12727272727272726,1.1401869158878504
vaishnav,vaishnav_train_1924673,vaishnav_train_2526760,2,-1.0,1.0,0.17,0.0727272727272727,1.1775700934579438
vaishnav,vaishnav_train_1924673,vaishnav_train_330761,2,-1.5611974088522,1.5611974088522,0.10333333333333335,0.10909090909090907,1.1401869158878506
vaishnav,vaishnav_train_1924673,vaishnav_train_650777,2,0.0046214088823006705,0.0046214088823006705,0.04,0.009090909090909094,1.02803738317757
vaishnav,vaishnav_train_1924673,vaishnav_train_707943,2,1.0,1.0,0.31333333333333335,0.009090909090909038,1.02803738317757
vaishnav,vaishnav_train_1924673,vaishnav_train_8479,2,-0.13917057844339986,0.13917057844339986,0.08000000000000002,0.06838656838656837,1.0903426791277258
vaishnav,vaishnav_train_1924673,vaishnav_train_888755,2,2.0,2.0,0.22333333333333336,0.027272727272727282,1.046728971962617
vaishnav,vaishnav_train_2187854,vaishnav_train_2526760,2,-1.0,1.0,0.24333333333333332,0.054545454545454564,1.0841121495327102
vaishnav,vaishnav_train_2187854,vaishnav_train_330761,2,-1.5611974088522,1.5611974088522,0.023333333333333334,0.018181818181818188,1.0654205607476634
vaishnav,vaishnav_train_2187854,vaishnav_train_650777,2,0.0046214088823006705,0.0046214088823006705,0.040000000000000015,0.13636363636363635,1.2710280373831777
vaishnav,vaishnav_train_2187854,vaishnav_train_707943,2,1.0,1.0,0.2333333333333333,0.11818181818181822,1.1962616822429908
vaishnav,vaishnav_train_2187854,vaishnav_train_888755,2,2.0,2.0,0.19000000000000003,0.15454545454545454,1.1962616822429903
vaishnav,vaishnav_train_2526760,vaishnav_train_330761,2,-0.5611974088522,0.5611974088522,0.26666666666666666,0.036363636363636376,1.0093457943925233
vaishnav,vaishnav_train_2526760,vaishnav_train_650777,2,1.0046214088823007,1.0046214088823007,0.20333333333333334,0.08181818181818179,1.1401869158878504
vaishnav,vaishnav_train_2526760,vaishnav_train_707943,2,2.0,2.0,0.14333333333333334,0.06363636363636366,1.0467289719626167
vaishnav,vaishnav_train_2526760,vaishnav_train_8479,2,0.8608294215566001,0.8608294215566001,0.24333333333333332,0.004340704340704327,1.1095534787123573
vaishnav,vaishnav_train_2526760,vaishnav_train_888755,2,3.0,3.0,0.053333333333333344,0.09999999999999998,1.2710280373831775
vaishnav,vaishnav_train_330761,vaishnav_train_650777,2,1.5658188177345007,1.5658188177345007,0.06333333333333335,0.11818181818181817,1.2336448598130842
vaishnav,vaishnav_train_330761,vaishnav_train_707943,2,2.5611974088522,2.5611974088522,0.21,0.10000000000000003,1.0841121495327104
vaishnav,vaishnav_train_330761,vaishnav_train_8479,2,1.4220268304088002,1.4220268304088002,0.023333333333333334,0.0407043407043407,1.0159224645205953
vaishnav,vaishnav_train_330761,vaishnav_train_888755,2,3.5611974088522,3.5611974088522,0.21333333333333335,0.13636363636363635,1.102803738317757
vaishnav,vaishnav_train_650777,vaishnav_train_707943,2,0.9953785911176993,0.9953785911176993,0.2733333333333334,0.018181818181818132,1.1588785046728973
vaishnav,vaishnav_train_650777,vaishnav_train_8479,2,-0.14379198732570053,0.14379198732570053,0.040000000000000015,0.07747747747747746,1.2762201453790238
vaishnav,vaishnav_train_650777,vaishnav_train_888755,2,1.9953785911176993,1.9953785911176993,0.18333333333333335,0.018181818181818188,1.1775700934579438
vaishnav,vaishnav_train_707943,vaishnav_train_8479,2,-1.1391705784433999,1.1391705784433999,0.2333333333333333,0.05929565929565933,1.0536517826237453
vaishnav,vaishnav_train_707943,vaishnav_train_888755,2,1.0,1.0,0.09000000000000001,0.03636363636363632,1.0654205607476634
vaishnav,vaishnav_train_8479,vaishnav_train_888755,2,2.1391705784434,2.1391705784434,0.19000000000000003,0.09565929565929565,1.2199723087573555
vaishnav,vaishnav_train_1035785,vaishnav_train_2418790,3,-2.9123789051235,2.9123789051235,0.1422222222222222,0.11434528773978314,1.1585258331863868
vaishnav,vaishnav_train_1036221,vaishnav_train_1279828,2,-2.8106168793534394,2.8106168793534394,0.30333333333333334,0.08451178451178448,1.2120256727845966
vaishnav,vaishnav_train_1036221,vaishnav_train_1630198,2,-2.8106168793534394,2.8106168793534394,0.09000000000000001,0.045454545454545414,1.0093457943925235
vaishnav,vaishnav_train_1036221,vaishnav_train_1818106,2,-0.2476705086755988,0.2476705086755988,0.18666666666666668,0.045454545454545414,1.1588785046728973
vaishnav,vaishnav_train_1036221,vaishnav_train_1840288,2,1.0494360714372206,1.0494360714372206,0.29000000000000004,0.009090909090909094,1.2523364485981308
vaishnav,vaishnav_train_1036221,vaishnav_train_2064049,2,-0.010293740532150153,0.010293740532150153,0.11333333333333334,0.009090909090909094,1.102803738317757
vaishnav,vaishnav_train_1036221,vaishnav_train_2213418,2,2.1893831206465606,2.1893831206465606,0.013333333333333308,0.06939115929941614,1.2888379474519485
vaishnav,vaishnav_train_1036221,vaishnav_train_923774,2,-2.8106168793534394,2.8106168793534394,0.17666666666666664,0.0,1.102803738317757
vaishnav,vaishnav_train_1036221,vaishnav_train_978607,2,-2.3335648049914397,2.3335648049914397,0.11666666666666668,0.018181818181818188,1.02803738317757
vaishnav,vaishnav_train_1036221,vaishnav_train_979854,2,-0.8106168793534394,0.8106168793534394,0.006666666666666672,0.018181818181818188,1.0467289719626167
vaishnav,vaishnav_train_1279828,vaishnav_train_1630198,2,0.0,0.0,0.21333333333333335,0.03905723905723907,1.22238486656908
vaishnav,vaishnav_train_1279828,vaishnav_train_1818106,2,2.5629463706778406,2.5629463706778406,0.11666666666666665,0.03905723905723907,1.1372593176444095
vaishnav,vaishnav_train_1279828,vaishnav_train_1840288,2,3.86005295079066,3.86005295079066,0.013333333333333327,0.09360269360269358,1.300078819952708
vaishnav,vaishnav_train_1279828,vaishnav_train_2064049,2,2.8003231388212892,2.8003231388212892,0.19000000000000003,0.09360269360269358,1.302556018466389
vaishnav,vaishnav_train_1279828,vaishnav_train_2213418,2,5.0,5.0,0.31666666666666665,0.015120625212368344,1.235962718799727
vaishnav,vaishnav_train_1279828,vaishnav_train_923774,2,0.0,0.0,0.14666666666666664,0.08451178451178448,1.2464812521112487
vaishnav,vaishnav_train_1279828,vaishnav_train_978607,2,0.4770520743619997,0.4770520743619997,0.18666666666666668,0.0663299663299663,1.310888413466952
vaishnav,vaishnav_train_1279828,vaishnav_train_979854,2,2.0,2.0,0.2966666666666667,0.0663299663299663,1.1633825019704989
vaishnav,vaishnav_train_1630198,vaishnav_train_1818106,2,2.5629463706778406,2.5629463706778406,0.23666666666666666,0.0,1.1775700934579438
vaishnav,vaishnav_train_1630198,vaishnav_train_1840288,2,3.86005295079066,3.86005295079066,0.20000000000000004,0.05454545454545451,1.0654205607476634
vaishnav,vaishnav_train_1630198,vaishnav_train_2064049,2,2.8003231388212892,2.8003231388212892,0.023333333333333334,0.05454545454545451,1.0654205607476634
vaishnav,vaishnav_train_1630198,vaishnav_train_2213418,2,5.0,5.0,0.10333333333333332,0.023936613844870724,1.2689120084641154
vaishnav,vaishnav_train_1630198,vaishnav_train_923774,2,0.0,0.0,0.26666666666666666,0.045454545454545414,1.1775700934579438
vaishnav,vaishnav_train_1630198,vaishnav_train_978607,2,0.4770520743619997,0.4770520743619997,0.026666666666666672,0.027272727272727226,0.9719626168224298
vaishnav,vaishnav_train_1630198,vaishnav_train_979854,2,2.0,2.0,0.08333333333333333,0.027272727272727226,1.0467289719626167
vaishnav,vaishnav_train_1818106,vaishnav_train_1840288,2,1.2971065801128194,1.2971065801128194,0.10333333333333333,0.05454545454545451,1.0093457943925233
vaishnav,vaishnav_train_1818106,vaishnav_train_2064049,2,0.23737676814344866,0.23737676814344866,0.26,0.05454545454545451,1.1401869158878504
vaishnav,vaishnav_train_1818106,vaishnav_train_2213418,2,2.4370536293221594,2.4370536293221594,0.19999999999999998,0.023936613844870724,1.1393052371715746
vaishnav,vaishnav_train_1818106,vaishnav_train_923774,2,-2.5629463706778406,2.5629463706778406,0.02999999999999999,0.045454545454545414,1.0654205607476634
vaishnav,vaishnav_train_1818106,vaishnav_train_978607,2,-2.085894296315841,2.085894296315841,0.26333333333333336,0.027272727272727226,1.2523364485981308
vaishnav,vaishnav_train_1818106,vaishnav_train_979854,2,-0.5629463706778406,0.5629463706778406,0.18000000000000002,0.027272727272727226,1.158878504672897
vaishnav,vaishnav_train_1840288,vaishnav_train_2064049,2,-1.0597298119693708,1.0597298119693708,0.17666666666666667,0.0,1.0841121495327102
vaishnav,vaishnav_train_1840288,vaishnav_train_2213418,2,1.13994704920934,1.13994704920934,0.3033333333333333,0.07848206839032523,1.1581731616998765
vaishnav,vaishnav_train_1840288,vaishnav_train_923774,2,-3.86005295079066,3.86005295079066,0.13333333333333333,0.009090909090909094,1.2149532710280373
vaishnav,vaishnav_train_1840288,vaishnav_train_978607,2,-3.3830008764286603,3.3830008764286603,0.17333333333333334,0.027272727272727282,1.2336448598130838
vaishnav,vaishnav_train_1840288,vaishnav_train_979854,2,-1.86005295079066,1.86005295079066,0.2833333333333334,0.027272727272727282,1.102803738317757
vaishnav,vaishnav_train_2064049,vaishnav_train_2213418,2,2.1996768611787108,2.1996768611787108,0.12666666666666665,0.07848206839032523,1.1199083054135073
vaishnav,vaishnav_train_2064049,vaishnav_train_923774,2,-2.8003231388212892,2.8003231388212892,0.29,0.009090909090909094,1.1401869158878504
vaishnav,vaishnav_train_2064049,vaishnav_train_978607,2,-2.3232710644592895,2.3232710644592895,0.003333333333333336,0.027272727272727282,1.1214953271028039
vaishnav,vaishnav_train_2064049,vaishnav_train_979854,2,-0.8003231388212892,0.8003231388212892,0.10666666666666667,0.027272727272727282,1.1214953271028036
vaishnav,vaishnav_train_2213418,vaishnav_train_923774,2,-5.0,5.0,0.17,0.06939115929941614,1.1394815729148298
vaishnav,vaishnav_train_2213418,vaishnav_train_978607,2,-4.522947925638,4.522947925638,0.12999999999999998,0.05120934111759795,1.2329395168400634
vaishnav,vaishnav_train_2213418,vaishnav_train_979854,2,-3.0,3.0,0.01999999999999998,0.05120934111759795,1.0827014635866687
vaishnav,vaishnav_train_923774,vaishnav_train_978607,2,0.4770520743619997,0.4770520743619997,0.2933333333333333,0.018181818181818188,1.2523364485981308
vaishnav,vaishnav_train_923774,vaishnav_train_979854,2,2.0,2.0,0.18333333333333332,0.018181818181818188,1.2149532710280373
vaishnav,vaishnav_train_978607,vaishnav_train_979854,2,1.5229479256380003,1.5229479256380003,0.11,0.0,1.0841121495327102
vaishnav,vaishnav_train_1038412,vaishnav_train_1087693,2,-1.3395419188335893,1.3395419188335893,0.023333333333333317,0.054545454545454564,1.0654205607476634
vaishnav,vaishnav_train_1038412,vaishnav_train_1117759,2,-4.339541918833589,4.339541918833589,0.19666666666666666,0.13636363636363635,1.1962616822429908
vaishnav,vaishnav_train_1038412,vaishnav_train_1362606,2,1.6054156985454213,1.6054156985454213,0.056666666666666664,0.018181818181818188,1.0654205607476634
vaishnav,vaishnav_train_1038412,vaishnav_train_1569026,2,0.22340445184425128,0.22340445184425128,0.18333333333333335,0.018181818181818188,1.0467289719626167
vaishnav,vaishnav_train_1038412,vaishnav_train_1594780,2,0.6604580811664107,0.6604580811664107,0.04,0.054545454545454564,1.1401869158878504
vaishnav,vaishnav_train_1038412,vaishnav_train_1741082,2,0.6604580811664107,0.6604580811664107,0.04,0.0,1.2710280373831773
vaishnav,vaishnav_train_1038412,vaishnav_train_1930111,2,-2.3395419188335893,2.3395419188335893,0.09333333333333332,0.018181818181818188,1.0841121495327102
vaishnav,vaishnav_train_1038412,vaishnav_train_1934885,2,-1.3395419188335893,1.3395419188335893,0.25666666666666665,0.009090909090909094,1.02803738317757
vaishnav,vaishnav_train_1038412,vaishnav_train_2029484,2,-3.3395419188335893,3.3395419188335893,0.22999999999999998,0.054545454545454564,1.1559749569004627
vaishnav,vaishnav_train_1038412,vaishnav_train_2157024,2,2.3941895008532708,2.3941895008532708,0.20666666666666667,0.027272727272727282,1.1401869158878504
vaishnav,vaishnav_train_1038412,vaishnav_train_2212445,2,-0.3395419188335893,0.3395419188335893,0.0666666666666667,0.07272727272727275,1.0841121495327102
vaishnav,vaishnav_train_1038412,vaishnav_train_227749,2,0.1386366693129002,0.1386366693129002,0.21,0.08181818181818179,1.158878504672897
vaishnav,vaishnav_train_1038412,vaishnav_train_628065,2,-1.3395419188335893,1.3395419188335893,0.2366666666666667,0.018181818181818188,1.102803738317757
vaishnav,vaishnav_train_1038412,vaishnav_train_782786,2,-0.06353728912471901,0.06353728912471901,0.25333333333333335,0.04545454545454547,1.1401869158878504
vaishnav,vaishnav_train_1038412,vaishnav_train_975236,2,1.9042507643922706,1.9042507643922706,0.02999999999999999,0.04178482068390321,1.1959090107564803
vaishnav,vaishnav_train_1038412,vaishnav_train_987431,2,0.6604580811664107,0.6604580811664107,0.18999999999999997,0.018181818181818188,1.0841121495327102
vaishnav,vaishnav_train_1087693,vaishnav_train_1117759,2,-3.0,3.0,0.17333333333333334,0.08181818181818179,0.9906542056074765
vaishnav,vaishnav_train_1087693,vaishnav_train_1362606,2,2.9449576173790106,2.9449576173790106,0.03333333333333335,0.036363636363636376,1.102803738317757
vaishnav,vaishnav_train_1087693,vaishnav_train_1569026,2,1.5629463706778406,1.5629463706778406,0.17333333333333334,0.07272727272727275,1.158878504672897
vaishnav,vaishnav_train_1087693,vaishnav_train_1594780,2,2.0,2.0,0.01666666666666668,0.0,0.9719626168224298
vaishnav,vaishnav_train_1087693,vaishnav_train_1741082,2,2.0,2.0,0.01666666666666668,0.054545454545454564,1.1962616822429906
vaishnav,vaishnav_train_1087693,vaishnav_train_1930111,2,-1.0,1.0,0.07,0.036363636363636376,1.102803738317757
