dataset,a,b,vocab_size,delta,abs_delta,arr_dist,gc_dist,kmer_dist
vaishnav,vaishnav_train_2340315,vaishnav_train_991691,3,3.0,3.0,0.12444444444444445,0.08181818181818185,1.102803738317757
vaishnav,vaishnav_train_2495890,vaishnav_train_373323,3,-6.0,6.0,0.04888888888888888,0.08181818181818179,1.1401869158878504
vaishnav,vaishnav_train_2495890,vaishnav_train_392441,3,-3.2448217860789104,3.2448217860789104,0.10666666666666667,0.02326939115929938,1.139657908658085
vaishnav,vaishnav_train_2495890,vaishnav_train_456617,3,-7.0,7.0,0.11999999999999998,0.054545454545454564,1.0654205607476634
vaishnav,vaishnav_train_2495890,vaishnav_train_51642,3,-6.0,6.0,0.15555555555555553,0.036363636363636376,1.1401869158878504
vaishnav,vaishnav_train_2495890,vaishnav_train_895370,3,-4.5915643060438995,4.5915643060438995,0.2577777777777777,0.027272727272727282,1.1588785046728969
vaishnav,vaishnav_train_2495890,vaishnav_train_919100,3,-3.7423806163331594,3.7423806163331594,0.23111111111111113,0.009090909090909094,1.102803738317757
vaishnav,vaishnav_train_2495890,vaishnav_train_966292,3,-6.403070979964699,6.403070979964699,0.03999999999999999,0.0,1.0093457943925235
vaishnav,vaishnav_train_2495890,vaishnav_train_991691,3,-4.0,4.0,0.03111111111111109,0.009090909090909094,1.02803738317757
vaishnav,vaishnav_train_373323,vaishnav_train_392441,3,2.7551782139210896,2.7551782139210896,0.15555555555555553,0.05854879065888241,1.1012167166284605
vaishnav,vaishnav_train_373323,vaishnav_train_456617,3,-1.0,1.0,0.16888888888888887,0.13636363636363635,1.0841121495327104
vaishnav,vaishnav_train_373323,vaishnav_train_51642,3,0.0,0.0,0.20444444444444443,0.11818181818181817,1.1028037383177571
vaishnav,vaishnav_train_373323,vaishnav_train_895370,3,1.4084356939561005,1.4084356939561005,0.30666666666666664,0.05454545454545451,1.2149532710280373
vaishnav,vaishnav_train_373323,vaishnav_train_919100,3,2.2576193836668406,2.2576193836668406,0.2622222222222222,0.0727272727272727,1.102803738317757
vaishnav,vaishnav_train_373323,vaishnav_train_966292,3,-0.4030709799646992,0.4030709799646992,0.08888888888888886,0.08181818181818179,0.9906542056074765
vaishnav,vaishnav_train_373323,vaishnav_train_991691,3,2.0,2.0,0.07999999999999997,0.09090909090909088,1.1214953271028039
vaishnav,vaishnav_train_392441,vaishnav_train_456617,3,-3.7551782139210896,3.7551782139210896,0.01333333333333332,0.07781484570475394,1.026979368718039
vaishnav,vaishnav_train_392441,vaishnav_train_51642,3,-2.7551782139210896,2.7551782139210896,0.04888888888888888,0.059633027522935755,1.1012167166284605
vaishnav,vaishnav_train_392441,vaishnav_train_895370,3,-1.3467425199649892,1.3467425199649892,0.29333333333333333,0.004003336113427902,1.213366249338741
vaishnav,vaishnav_train_392441,vaishnav_train_919100,3,-0.4975588302542491,0.4975588302542491,0.33777777777777773,0.014178482068390286,1.176688414741668
vaishnav,vaishnav_train_392441,vaishnav_train_966292,3,-3.158249193885789,3.158249193885789,0.06666666666666668,0.02326939115929938,0.9883618409451594
vaishnav,vaishnav_train_392441,vaishnav_train_991691,3,-0.7551782139210896,0.7551782139210896,0.07555555555555557,0.032360300250208474,1.0832304708164344
vaishnav,vaishnav_train_456617,vaishnav_train_51642,3,1.0,1.0,0.03555555555555556,0.018181818181818188,0.9532710280373831
vaishnav,vaishnav_train_456617,vaishnav_train_895370,3,2.4084356939561005,2.4084356939561005,0.30666666666666664,0.08181818181818185,1.1401869158878504
vaishnav,vaishnav_train_456617,vaishnav_train_919100,3,3.2576193836668406,3.2576193836668406,0.3511111111111111,0.06363636363636366,1.2336448598130842
vaishnav,vaishnav_train_456617,vaishnav_train_966292,3,0.5969290200353008,0.5969290200353008,0.08,0.054545454545454564,1.02803738317757
vaishnav,vaishnav_train_456617,vaishnav_train_991691,3,3.0,3.0,0.08888888888888889,0.04545454545454547,1.02803738317757
vaishnav,vaishnav_train_51642,vaishnav_train_895370,3,1.4084356939561005,1.4084356939561005,0.3422222222222222,0.06363636363636366,1.2523364485981308
vaishnav,vaishnav_train_51642,vaishnav_train_919100,3,2.2576193836668406,2.2576193836668406,0.38666666666666666,0.04545454545454547,1.0841121495327102
vaishnav,vaishnav_train_51642,vaishnav_train_966292,3,-0.4030709799646992,0.4030709799646992,0.11555555555555556,0.036363636363636376,1.158878504672897
vaishnav,vaishnav_train_51642,vaishnav_train_991691,3,2.0,2.0,0.12444444444444445,0.027272727272727282,1.0841121495327102
vaishnav,vaishnav_train_895370,vaishnav_train_919100,3,0.8491836897107401,0.8491836897107401,0.04444444444444443,0.018181818181818188,1.0654205607476634
vaishnav,vaishnav_train_895370,vaishnav_train_966292,3,-1.8115066739207997,1.8115066739207997,0.22666666666666666,0.027272727272727282,1.0093457943925235
vaishnav,vaishnav_train_895370,vaishnav_train_991691,3,0.5915643060438995,0.5915643060438995,0.22666666666666666,0.036363636363636376,1.2149532710280375
vaishnav,vaishnav_train_919100,vaishnav_train_966292,3,-2.6606903636315398,2.6606903636315398,0.2711111111111111,0.009090909090909094,1.102803738317757
vaishnav,vaishnav_train_919100,vaishnav_train_991691,3,-0.25761938366684056,0.25761938366684056,0.2622222222222222,0.018181818181818188,1.0841121495327102
vaishnav,vaishnav_train_966292,vaishnav_train_991691,3,2.403070979964699,2.403070979964699,0.008888888888888896,0.009090909090909094,1.102803738317757
vaishnav,vaishnav_train_1108960,vaishnav_train_1350656,2,-1.0,1.0,0.26,0.0727272727272727,1.0654205607476634
vaishnav,vaishnav_train_1108960,vaishnav_train_1738763,2,0.0,0.0,0.07666666666666667,0.027272727272727226,1.1401869158878504
vaishnav,vaishnav_train_1108960,vaishnav_train_2182755,2,-1.0,1.0,0.01999999999999998,0.11818181818181811,1.158878504672897
vaishnav,vaishnav_train_1108960,vaishnav_train_2241925,2,1.5680238765918197,1.5680238765918197,0.06333333333333334,0.009090909090909094,0.8785046728971961
vaishnav,vaishnav_train_1108960,vaishnav_train_2332430,2,-2.9653630174901,2.9653630174901,0.24333333333333332,0.09090909090909088,1.2149532710280373
vaishnav,vaishnav_train_1108960,vaishnav_train_2352191,2,-0.3013250426221994,0.3013250426221994,0.006666666666666672,0.05454545454545451,1.1214953271028036
vaishnav,vaishnav_train_1108960,vaishnav_train_2393615,2,-1.7646560006946999,1.7646560006946999,0.05000000000000001,0.049457881567973316,1.007053429730206
vaishnav,vaishnav_train_1108960,vaishnav_train_298138,2,-5.0,5.0,0.12666666666666668,0.09090909090909088,1.1401869158878504
vaishnav,vaishnav_train_1108960,vaishnav_train_373043,2,4.0,4.0,0.010000000000000009,0.009090909090909094,1.1214953271028034
vaishnav,vaishnav_train_1108960,vaishnav_train_590236,2,-2.3774095808350992,2.3774095808350992,0.25666666666666665,0.14545454545454545,1.3271028037383177
vaishnav,vaishnav_train_1108960,vaishnav_train_637149,2,-4.925552929489401,4.925552929489401,0.14,0.049457881567973316,1.10051137365544
vaishnav,vaishnav_train_1350656,vaishnav_train_1738763,2,1.0,1.0,0.18333333333333335,0.04545454545454547,1.0841121495327104
vaishnav,vaishnav_train_1350656,vaishnav_train_2182755,2,0.0,0.0,0.27999999999999997,0.045454545454545414,1.1401869158878504
vaishnav,vaishnav_train_1350656,vaishnav_train_2241925,2,2.5680238765918197,2.5680238765918197,0.19666666666666668,0.0636363636363636,1.046728971962617
vaishnav,vaishnav_train_1350656,vaishnav_train_2332430,2,-1.9653630174901,1.9653630174901,0.17,0.018181818181818188,0.9906542056074765
vaishnav,vaishnav_train_1350656,vaishnav_train_2352191,2,0.6986749573778006,0.6986749573778006,0.25333333333333335,0.018181818181818188,1.1401869158878504
vaishnav,vaishnav_train_1350656,vaishnav_train_2393615,2,-0.7646560006946999,0.7646560006946999,0.21,0.02326939115929938,1.026979368718039
vaishnav,vaishnav_train_1350656,vaishnav_train_298138,2,-4.0,4.0,0.19999999999999998,0.018181818181818188,1.1962616822429906
vaishnav,vaishnav_train_1350656,vaishnav_train_373043,2,5.0,5.0,0.27,0.08181818181818179,1.0093457943925233
vaishnav,vaishnav_train_1350656,vaishnav_train_590236,2,-1.3774095808350992,1.3774095808350992,0.003333333333333336,0.07272727272727275,1.2149532710280373
vaishnav,vaishnav_train_1350656,vaishnav_train_637149,2,-3.9255529294894007,3.9255529294894007,0.21333333333333335,0.02326939115929938,1.1393052371715746
vaishnav,vaishnav_train_1738763,vaishnav_train_2182755,2,-1.0,1.0,0.09666666666666666,0.09090909090909088,1.233644859813084
vaishnav,vaishnav_train_1738763,vaishnav_train_2241925,2,1.5680238765918197,1.5680238765918197,0.013333333333333345,0.018181818181818132,1.0467289719626165
vaishnav,vaishnav_train_1738763,vaishnav_train_2332430,2,-2.9653630174901,2.9653630174901,0.32,0.06363636363636366,1.1401869158878504
vaishnav,vaishnav_train_1738763,vaishnav_train_2352191,2,-0.3013250426221994,0.3013250426221994,0.07,0.027272727272727282,1.1401869158878504
vaishnav,vaishnav_train_1738763,vaishnav_train_2393615,2,-1.7646560006946999,1.7646560006946999,0.026666666666666672,0.02218515429524609,1.2137189208252512
vaishnav,vaishnav_train_1738763,vaishnav_train_298138,2,-5.0,5.0,0.049999999999999996,0.06363636363636366,1.1775700934579438
vaishnav,vaishnav_train_1738763,vaishnav_train_373043,2,4.0,4.0,0.08666666666666668,0.03636363636363632,0.9719626168224298
vaishnav,vaishnav_train_1738763,vaishnav_train_590236,2,-2.3774095808350992,2.3774095808350992,0.18000000000000002,0.11818181818181822,1.2149532710280373
vaishnav,vaishnav_train_1738763,vaishnav_train_637149,2,-4.925552929489401,4.925552929489401,0.06333333333333334,0.02218515429524609,1.1387762299418092
vaishnav,vaishnav_train_2182755,vaishnav_train_2241925,2,2.5680238765918197,2.5680238765918197,0.08333333333333331,0.10909090909090902,1.0093457943925233
vaishnav,vaishnav_train_2182755,vaishnav_train_2332430,2,-1.9653630174901,1.9653630174901,0.22333333333333336,0.027272727272727226,1.0093457943925235
vaishnav,vaishnav_train_2182755,vaishnav_train_2352191,2,0.6986749573778006,0.6986749573778006,0.026666666666666655,0.0636363636363636,1.2897196261682242
vaishnav,vaishnav_train_2182755,vaishnav_train_2393615,2,-0.7646560006946999,0.7646560006946999,0.06999999999999999,0.0687239366138448,0.9897725268912008
vaishnav,vaishnav_train_2182755,vaishnav_train_298138,2,-4.0,4.0,0.14666666666666664,0.027272727272727226,1.0841121495327104
vaishnav,vaishnav_train_2182755,vaishnav_train_373043,2,5.0,5.0,0.009999999999999972,0.1272727272727272,1.1588785046728973
vaishnav,vaishnav_train_2182755,vaishnav_train_590236,2,-1.3774095808350992,1.3774095808350992,0.27666666666666667,0.027272727272727337,1.1775700934579438
vaishnav,vaishnav_train_2182755,vaishnav_train_637149,2,-3.9255529294894007,3.9255529294894007,0.16,0.0687239366138448,1.0088167871627578
vaishnav,vaishnav_train_2241925,vaishnav_train_2332430,2,-4.53338689408192,4.53338689408192,0.30666666666666664,0.08181818181818179,0.9719626168224298
vaishnav,vaishnav_train_2241925,vaishnav_train_2352191,2,-1.8693489192140191,1.8693489192140191,0.056666666666666664,0.045454545454545414,1.1962616822429903
vaishnav,vaishnav_train_2241925,vaishnav_train_2393615,2,-3.3326798772865196,3.3326798772865196,0.013333333333333327,0.04036697247706422,0.9701992593898783
vaishnav,vaishnav_train_2241925,vaishnav_train_298138,2,-6.56802387659182,6.56802387659182,0.06333333333333334,0.08181818181818179,1.2523364485981308
vaishnav,vaishnav_train_2241925,vaishnav_train_373043,2,2.4319761234081803,2.4319761234081803,0.07333333333333335,0.018181818181818188,1.1962616822429906
vaishnav,vaishnav_train_2241925,vaishnav_train_590236,2,-3.945433457426919,3.945433457426919,0.19333333333333336,0.13636363636363635,1.2897196261682242
vaishnav,vaishnav_train_2241925,vaishnav_train_637149,2,-6.4935768060812205,6.4935768060812205,0.07666666666666667,0.04036697247706422,1.0640098748016222
vaishnav,vaishnav_train_2332430,vaishnav_train_2352191,2,2.6640379748679006,2.6640379748679006,0.25,0.036363636363636376,1.1775700934579438
vaishnav,vaishnav_train_2332430,vaishnav_train_2393615,2,1.2007070167954002,1.2007070167954002,0.29333333333333333,0.04145120934111757,1.213366249338741
vaishnav,vaishnav_train_2332430,vaishnav_train_298138,2,-2.0346369825099,2.0346369825099,0.36999999999999994,0.0,1.1028037383177571
vaishnav,vaishnav_train_2332430,vaishnav_train_373043,2,6.9653630174901,6.9653630174901,0.2333333333333333,0.09999999999999998,1.1962616822429908
vaishnav,vaishnav_train_2332430,vaishnav_train_590236,2,0.5879534366550008,0.5879534366550008,0.16666666666666666,0.054545454545454564,1.158878504672897
vaishnav,vaishnav_train_2332430,vaishnav_train_637149,2,-1.9601899119993007,1.9601899119993007,0.3833333333333333,0.04145120934111757,1.1190266266972313
vaishnav,vaishnav_train_2352191,vaishnav_train_2393615,2,-1.4633309580725005,1.4633309580725005,0.043333333333333335,0.005087572977481192,1.214600599541527
vaishnav,vaishnav_train_2352191,vaishnav_train_298138,2,-4.698674957377801,4.698674957377801,0.12,0.036363636363636376,1.2710280373831775
vaishnav,vaishnav_train_2352191,vaishnav_train_373043,2,4.301325042622199,4.301325042622199,0.01666666666666668,0.0636363636363636,1.102803738317757
vaishnav,vaishnav_train_2352191,vaishnav_train_590236,2,-2.0760845382129,2.0760845382129,0.25,0.09090909090909094,1.2710280373831775
vaishnav,vaishnav_train_2352191,vaishnav_train_637149,2,-4.624227886867201,4.624227886867201,0.13333333333333333,0.005087572977481192,1.1763357432551578
vaishnav,vaishnav_train_2393615,vaishnav_train_298138,2,-3.2353439993053,3.2353439993053,0.07666666666666667,0.04145120934111757,1.213366249338741
vaishnav,vaishnav_train_2393615,vaishnav_train_373043,2,5.7646560006947,5.7646560006947,0.06000000000000002,0.05854879065888241,1.1020983953447363
vaishnav,vaishnav_train_2393615,vaishnav_train_590236,2,-0.6127535801403994,0.6127535801403994,0.20666666666666667,0.09599666388657213,1.2886616117086933
vaishnav,vaishnav_train_2393615,vaishnav_train_637149,2,-3.160896928794701,3.160896928794701,0.09000000000000001,0.0,1.1132075471698113
vaishnav,vaishnav_train_298138,vaishnav_train_373043,2,9.0,9.0,0.1366666666666667,0.09999999999999998,1.2523364485981308
vaishnav,vaishnav_train_298138,vaishnav_train_590236,2,2.6225904191649008,2.6225904191649008,0.20333333333333334,0.054545454545454564,1.1401869158878504
vaishnav,vaishnav_train_298138,vaishnav_train_637149,2,0.07444707051059929,0.07444707051059929,0.01333333333333333,0.04145120934111757,1.1391289014283195
vaishnav,vaishnav_train_373043,vaishnav_train_590236,2,-6.377409580835099,6.377409580835099,0.26666666666666666,0.15454545454545454,1.2897196261682242
vaishnav,vaishnav_train_373043,vaishnav_train_637149,2,-8.9255529294894,8.9255529294894,0.15000000000000002,0.05854879065888241,1.176688414741668
vaishnav,vaishnav_train_590236,vaishnav_train_637149,2,-2.5481433486543015,2.5481433486543015,0.21666666666666667,0.09599666388657213,1.251454769881855
vaishnav,vaishnav_train_111079,vaishnav_train_1489071,2,2.73722922548437,2.73722922548437,0.12666666666666668,0.045454545454545414,1.1214953271028036
vaishnav,vaishnav_train_111079,vaishnav_train_162552,2,0.3953433273218998,0.3953433273218998,0.21999999999999997,0.009090909090909094,1.046728971962617
vaishnav,vaishnav_train_111079,vaishnav_train_1902178,2,0.3953433273218998,0.3953433273218998,0.12666666666666668,0.04545454545454547,1.02803738317757
vaishnav,vaishnav_train_111079,vaishnav_train_2031301,2,3.3953433273219,3.3953433273219,0.19999999999999998,0.019865319865319864,1.2484201157098354
vaishnav,vaishnav_train_111079,vaishnav_train_2095240,2,2.3953433273219,2.3953433273219,0.20666666666666667,0.03636363636363632,1.1775700934579438
vaishnav,vaishnav_train_111079,vaishnav_train_2286823,2,0.3953433273218998,0.3953433273218998,0.18000000000000002,0.009090909090909094,1.102803738317757
vaishnav,vaishnav_train_111079,vaishnav_train_2294541,2,3.3953433273219,3.3953433273219,0.17666666666666667,0.0013468013468013185,1.1927013796172676
vaishnav,vaishnav_train_111079,vaishnav_train_2446299,2,1.3953433273218998,1.3953433273218998,0.12666666666666668,0.0,1.0841121495327104
vaishnav,vaishnav_train_111079,vaishnav_train_2517594,2,2.91108654256068,2.91108654256068,0.016666666666666663,0.025403568394222587,1.150251617541337
vaishnav,vaishnav_train_111079,vaishnav_train_793407,2,-1.6046566726781002,1.6046566726781002,0.08666666666666667,0.03636363636363632,1.233644859813084
vaishnav,vaishnav_train_111079,vaishnav_train_816812,2,0.8268197304018994,0.8268197304018994,0.003333333333333336,0.04632034632034632,1.1141652922851384
vaishnav,vaishnav_train_1489071,vaishnav_train_162552,2,-2.34188589816247,2.34188589816247,0.24000000000000002,0.05454545454545451,1.1214953271028036
vaishnav,vaishnav_train_1489071,vaishnav_train_2031301,2,0.6581141018375298,0.6581141018375298,0.32666666666666666,0.02558922558922555,1.1923453493546952
vaishnav,vaishnav_train_1489071,vaishnav_train_2095240,2,-0.34188589816247017,0.34188589816247017,0.3333333333333333,0.009090909090909094,1.1962616822429903
vaishnav,vaishnav_train_1489071,vaishnav_train_2286823,2,-2.34188589816247,2.34188589816247,0.3066666666666667,0.03636363636363632,1.1401869158878504
vaishnav,vaishnav_train_1489071,vaishnav_train_2294541,2,0.6581141018375298,0.6581141018375298,0.2833333333333334,0.044107744107744096,1.1927013796172674
vaishnav,vaishnav_train_1489071,vaishnav_train_2517594,2,0.17385731707631003,0.17385731707631003,0.11000000000000003,0.020050977060322828,1.1545650611071174
vaishnav,vaishnav_train_1489071,vaishnav_train_793407,2,-4.34188589816247,4.34188589816247,0.21333333333333335,0.009090909090909094,1.0467289719626167
vaishnav,vaishnav_train_1489071,vaishnav_train_816812,2,-1.9104094950824706,1.9104094950824706,0.12333333333333335,0.0008658008658009031,1.0580905259299982
vaishnav,vaishnav_train_162552,vaishnav_train_1902178,2,0.0,0.0,0.24000000000000002,0.036363636363636376,1.0654205607476634
vaishnav,vaishnav_train_162552,vaishnav_train_2031301,2,3.0,3.0,0.08666666666666666,0.028956228956228958,1.2311526479750778
vaishnav,vaishnav_train_162552,vaishnav_train_2095240,2,2.0,2.0,0.09333333333333332,0.045454545454545414,1.0841121495327102
vaishnav,vaishnav_train_162552,vaishnav_train_2286823,2,0.0,0.0,0.06666666666666665,0.018181818181818188,1.2523364485981308
vaishnav,vaishnav_train_162552,vaishnav_train_2294541,2,3.0,3.0,0.043333333333333314,0.010437710437710412,1.006497552291945
vaishnav,vaishnav_train_162552,vaishnav_train_2446299,2,1.0,1.0,0.24000000000000002,0.009090909090909094,0.9906542056074765
vaishnav,vaishnav_train_162552,vaishnav_train_2517594,2,2.51574321523878,2.51574321523878,0.20333333333333334,0.03449447748513168,1.3035585909417686
vaishnav,vaishnav_train_162552,vaishnav_train_793407,2,-2.0,2.0,0.30666666666666664,0.045454545454545414,1.02803738317757
vaishnav,vaishnav_train_162552,vaishnav_train_816812,2,0.43147640307999957,0.43147640307999957,0.21666666666666665,0.05541125541125541,1.0001832508704416
vaishnav,vaishnav_train_1902178,vaishnav_train_2031301,2,3.0,3.0,0.32666666666666666,0.06531986531986533,1.2861593235425013
vaishnav,vaishnav_train_1902178,vaishnav_train_2095240,2,2.0,2.0,0.3333333333333333,0.08181818181818179,1.1962616822429908
vaishnav,vaishnav_train_1902178,vaishnav_train_2286823,2,0.0,0.0,0.3066666666666667,0.054545454545454564,1.2149532710280373
vaishnav,vaishnav_train_1902178,vaishnav_train_2294541,2,3.0,3.0,0.2833333333333334,0.04680134680134679,1.2484201157098354
vaishnav,vaishnav_train_1902178,vaishnav_train_2517594,2,2.51574321523878,2.51574321523878,0.11000000000000003,0.07085811384876806,1.3206326383896478
vaishnav,vaishnav_train_1902178,vaishnav_train_793407,2,-2.0,2.0,0.21333333333333335,0.08181818181818179,1.0841121495327104
vaishnav,vaishnav_train_1902178,vaishnav_train_816812,2,0.43147640307999957,0.43147640307999957,0.12333333333333335,0.09177489177489179,1.1187465640461793
vaishnav,vaishnav_train_2031301,vaishnav_train_2095240,2,-1.0,1.0,0.006666666666666672,0.016498316498316457,1.1190031152647977
vaishnav,vaishnav_train_2031301,vaishnav_train_2286823,2,-3.0,3.0,0.02,0.01077441077441077,1.062572318647085
vaishnav,vaishnav_train_2031301,vaishnav_train_2294541,2,0.0,0.0,0.043333333333333335,0.018518518518518545,1.0666666666666669
vaishnav,vaishnav_train_2031301,vaishnav_train_2446299,2,-2.0,2.0,0.32666666666666666,0.019865319865319864,1.1934134401424121
vaishnav,vaishnav_train_2031301,vaishnav_train_2517594,2,-0.4842567847612198,0.4842567847612198,0.21666666666666665,0.005538248528902723,1.198717948717949
vaishnav,vaishnav_train_2031301,vaishnav_train_793407,2,-5.0,5.0,0.22,0.016498316498316457,1.0809078771695595
vaishnav,vaishnav_train_2031301,vaishnav_train_816812,2,-2.5685235969200004,2.5685235969200004,0.20333333333333334,0.026455026455026454,1.2364145658263306
vaishnav,vaishnav_train_2095240,vaishnav_train_2286823,2,-2.0,2.0,0.026666666666666672,0.027272727272727226,0.9719626168224299
vaishnav,vaishnav_train_2095240,vaishnav_train_2294541,2,1.0,1.0,0.05000000000000001,0.035016835016835,1.082331998219849
vaishnav,vaishnav_train_2095240,vaishnav_train_2446299,2,-1.0,1.0,0.3333333333333333,0.03636363636363632,1.102803738317757
vaishnav,vaishnav_train_2095240,vaishnav_train_2517594,2,0.5157432152387802,0.5157432152387802,0.2233333333333333,0.010960067969413734,1.099568655643422
vaishnav,vaishnav_train_2095240,vaishnav_train_793407,2,-4.0,4.0,0.21333333333333335,0.0,1.0654205607476634
vaishnav,vaishnav_train_2095240,vaishnav_train_816812,2,-1.5685235969200004,1.5685235969200004,0.21,0.009956709956709997,1.0617555433388308
vaishnav,vaishnav_train_2286823,vaishnav_train_2294541,2,3.0,3.0,0.023333333333333334,0.0077441077441077755,1.1556742323097464
vaishnav,vaishnav_train_2286823,vaishnav_train_2446299,2,1.0,1.0,0.3066666666666667,0.009090909090909094,1.1401869158878504
vaishnav,vaishnav_train_2286823,vaishnav_train_2517594,2,2.51574321523878,2.51574321523878,0.19666666666666666,0.016312659303313493,1.174335010783609
vaishnav,vaishnav_train_2286823,vaishnav_train_793407,2,-2.0,2.0,0.24,0.027272727272727226,1.1214953271028036
vaishnav,vaishnav_train_2286823,vaishnav_train_816812,2,0.43147640307999957,0.43147640307999957,0.18333333333333335,0.03722943722943722,1.1533809785596483
vaishnav,vaishnav_train_2294541,vaishnav_train_2446299,2,-2.0,2.0,0.2833333333333334,0.0013468013468013185,1.044592790387183
vaishnav,vaishnav_train_2294541,vaishnav_train_2517594,2,-0.4842567847612198,0.4842567847612198,0.17333333333333334,0.024056767047421268,1.2362637362637363
vaishnav,vaishnav_train_2294541,vaishnav_train_793407,2,-5.0,5.0,0.26333333333333336,0.035016835016835,0.9691143747218514
vaishnav,vaishnav_train_2294541,vaishnav_train_816812,2,-2.5685235969200004,2.5685235969200004,0.17333333333333334,0.044973544973545,1.0431372549019606
vaishnav,vaishnav_train_2446299,vaishnav_train_2517594,2,1.5157432152387802,1.5157432152387802,0.11000000000000003,0.025403568394222587,1.3046369518332135
vaishnav,vaishnav_train_2446299,vaishnav_train_793407,2,-3.0,3.0,0.21333333333333335,0.03636363636363632,1.02803738317757
vaishnav,vaishnav_train_2446299,vaishnav_train_816812,2,-0.5685235969200004,0.5685235969200004,0.12333333333333335,0.04632034632034632,0.982407916437603
vaishnav,vaishnav_train_2517594,vaishnav_train_793407,2,-4.51574321523878,4.51574321523878,0.10333333333333332,0.010960067969413734,1.1347951114306256
vaishnav,vaishnav_train_2517594,vaishnav_train_816812,2,-2.0842668121587806,2.0842668121587806,0.013333333333333327,0.02091677792612373,1.1108597285067874
vaishnav,vaishnav_train_793407,vaishnav_train_816812,2,2.4314764030799996,2.4314764030799996,0.09000000000000001,0.009956709956709997,0.9058090525929998
vaishnav,vaishnav_train_1110987,vaishnav_train_1161351,2,0.4359497833060999,0.4359497833060999,0.30333333333333334,0.0,1.1401869158878504
vaishnav,vaishnav_train_1110987,vaishnav_train_124158,2,1.0,1.0,0.18666666666666668,0.009090909090909094,1.1588785046728973
vaishnav,vaishnav_train_1110987,vaishnav_train_1294803,2,1.0,1.0,0.30333333333333334,0.023436196830692202,1.0067007582436958
vaishnav,vaishnav_train_1110987,vaishnav_train_1337889,2,4.38414103522891,4.38414103522891,0.29333333333333333,0.036363636363636376,1.1775700934579438
vaishnav,vaishnav_train_1110987,vaishnav_train_1374512,2,1.2999851445260298,1.2999851445260298,0.2833333333333333,0.027272727272727282,0.9719626168224298
vaishnav,vaishnav_train_1110987,vaishnav_train_1691170,2,1.5629463706778406,1.5629463706778406,0.006666666666666672,0.009090909090909094,1.1214953271028039
vaishnav,vaishnav_train_1110987,vaishnav_train_2048303,2,0.6986749573778006,0.6986749573778006,0.12333333333333334,0.009090909090909094,1.102803738317757
vaishnav,vaishnav_train_1110987,vaishnav_train_2398614,2,-0.3290618972890993,0.3290618972890993,0.08,0.036363636363636376,1.1214953271028036
vaishnav,vaishnav_train_1110987,vaishnav_train_2457070,2,0.4163782625384993,0.4163782625384993,0.30333333333333334,0.045454545454545414,1.1401869158878504
vaishnav,vaishnav_train_1110987,vaishnav_train_364185,2,2.0558355868580307,2.0558355868580307,0.30333333333333334,0.027272727272727282,1.102803738317757
vaishnav,vaishnav_train_1110987,vaishnav_train_495355,2,2.6118787855607,2.6118787855607,0.03333333333333335,0.009090909090909094,0.9532710280373831
vaishnav,vaishnav_train_1110987,vaishnav_train_57346,2,-3.0,3.0,0.08,0.07272727272727275,1.1401869158878504
vaishnav,vaishnav_train_1110987,vaishnav_train_775030,2,1.0,1.0,0.25,0.03636363636363632,1.1401869158878504
vaishnav,vaishnav_train_1110987,vaishnav_train_805435,2,1.9835787206268805,1.9835787206268805,0.013333333333333327,0.0727272727272727,1.0654205607476634
vaishnav,vaishnav_train_1110987,vaishnav_train_989274,2,1.0,1.0,0.30333333333333334,0.027272727272727282,1.1588785046728973
vaishnav,vaishnav_train_1161351,vaishnav_train_124158,2,0.5640502166939001,0.5640502166939001,0.15666666666666668,0.009090909090909094,1.2523364485981308
vaishnav,vaishnav_train_1161351,vaishnav_train_1337889,2,3.94819125192281,3.94819125192281,0.010000000000000009,0.036363636363636376,1.0654205607476634
vaishnav,vaishnav_train_1161351,vaishnav_train_1374512,2,0.8640353612199299,0.8640353612199299,0.020000000000000018,0.027272727272727282,1.1401869158878504
vaishnav,vaishnav_train_1161351,vaishnav_train_1691170,2,1.1269965873717407,1.1269965873717407,0.31,0.009090909090909094,1.0654205607476634
vaishnav,vaishnav_train_1161351,vaishnav_train_2048303,2,0.2627251740717007,0.2627251740717007,0.18000000000000002,0.009090909090909094,1.1962616822429903
vaishnav,vaishnav_train_1161351,vaishnav_train_2398614,2,-0.7650116805951992,0.7650116805951992,0.22333333333333336,0.036363636363636376,1.2523364485981308
vaishnav,vaishnav_train_1161351,vaishnav_train_495355,2,2.1759290022546,2.1759290022546,0.33666666666666667,0.009090909090909094,1.1775700934579438
vaishnav,vaishnav_train_1161351,vaishnav_train_57346,2,-3.4359497833061,3.4359497833061,0.3833333333333333,0.07272727272727275,1.0467289719626167
vaishnav,vaishnav_train_1161351,vaishnav_train_775030,2,0.5640502166939001,0.5640502166939001,0.22,0.03636363636363632,1.1401869158878504
vaishnav,vaishnav_train_1161351,vaishnav_train_805435,2,1.5476289373207806,1.5476289373207806,0.29000000000000004,0.0727272727272727,1.1401869158878504
vaishnav,vaishnav_train_124158,vaishnav_train_1294803,2,0.0,0.0,0.15666666666666668,0.032527105921601296,1.0825251278434138
vaishnav,vaishnav_train_124158,vaishnav_train_1337889,2,3.38414103522891,3.38414103522891,0.14666666666666667,0.027272727272727282,1.1962616822429906
